spp,x,y
Astyanax bimaculatus,-73.66825,3.956194
Astyanax lacustris,-56.80795,-29.461386
Astyanax lacustris,-56.807861,-29.46648
Astyanax fasciatus,-73.823462,7.097456
Astyanax fasciatus,-73.869621,7.071224
Astyanax bimaculatus,-68.516024,8.467878
Astyanax bimaculatus,-69.7,9.2
Astyanax bimaculatus,-69.648158,9.078794
Astyanax bimaculatus,-70.6833,8.2833
Astyanax bimaculatus,-69.7,9.2
Astyanax bimaculatus,-61.108016,10.508501
Astyanax bimaculatus,-63.827721,7.880884
Astyanax bimaculatus,-69.7,9.2
Astyanax fasciatus,-84.060968,12.100775
Astyanax bimaculatus,-70.7767,8.4019
Astyanax bimaculatus,-69.7,9.2
Astyanax fasciatus,-77.5816,-4.4606
Astyanax bimaculatus,-61.226468,10.641882
Astyanax fasciatus,-73.869621,7.071224
Astyanax fasciatus,-77.87003,-4.59619
Astyanax bimaculatus,-69.5,7.5
Astyanax fasciatus,-73.869621,7.071224
Astyanax bimaculatus,-61.205562,10.637214
Astyanax bimaculatus,-61.655399,10.067921
Astyanax bimaculatus,-70.7667,8.3833
Astyanax bimaculatus,-61.736751,10.11831
Astyanax fasciatus,-99.004113,23.313701
Astyanax lacustris,-56.81057,-29.469942
Astyanax fasciatus,-73.663187,6.736925
Astyanax bimaculatus,-73.85082,6.962655
Astyanax fasciatus,-73.729347,6.818945
Astyanax fasciatus,-73.732578,6.816235
Astyanax fasciatus,-73.76162,6.798848
Astyanax bimaculatus,-73.76162,6.798848
Astyanax fasciatus,-73.552652,7.006579
Astyanax fasciatus,-73.823774,6.958328
Astyanax fasciatus,-73.823774,6.958328
Astyanax fasciatus,-73.825167,6.99287
Astyanax fasciatus,-73.746382,6.948903
Astyanax fasciatus,-73.545503,7.077821
Astyanax fasciatus,-73.554319,7.102525
Astyanax bimaculatus,-73.85082,6.962655
Astyanax fasciatus,-73.55602,7.03804
Astyanax fasciatus,-73.622305,7.204717
Astyanax fasciatus,-73.783162,6.969689
Astyanax bimaculatus,-73.770389,3.971056
Astyanax bimaculatus,-73.66825,3.956194
Astyanax bimaculatus,-73.663,3.954528
Astyanax fasciatus,-77.8733,8.386483
Astyanax fasciatus,-83.990811,9.446814
Astyanax bimaculatus,-38.944747,-6.679468
Astyanax lacustris,-54.293,-24.93
Astyanax lacustris,-54.316,-24.946
Astyanax lacustris,-54.329,-24.867
Astyanax lacustris,-54.312,-23.783
Astyanax bimaculatus,-73.068,4.848
Astyanax lacustris,-54.316,-24.946
Astyanax lacustris,-54.293,-24.93
Astyanax lacustris,-54.329,-24.867
Astyanax lacustris,-54.316,-24.946
Astyanax lacustris,-54.293,-24.93
Astyanax lacustris,-54.312,-23.783
Astyanax lacustris,-54.312,-23.783
Astyanax bimaculatus,-73.068,4.848
Astyanax lacustris,-54.316,-24.946
Astyanax lacustris,-54.293,-24.93
Astyanax lacustris,-54.316,-24.946
Astyanax lacustris,-54.316,-24.946
Astyanax lacustris,-54.312,-23.783
Astyanax lacustris,-54.293,-24.93
Astyanax lacustris,-54.329,-24.867
Astyanax lacustris,-54.293,-24.93
Astyanax lacustris,-54.329,-24.867
Astyanax lacustris,-54.312,-23.783
Astyanax lacustris,-54.312,-23.783
Astyanax fasciatus,-74.72383,5.38622
Astyanax fasciatus,-74.72383,5.38622
Astyanax fasciatus,-74.72383,5.38622
Astyanax fasciatus,-74.72383,5.38622
Astyanax fasciatus,-74.72383,5.38622
Astyanax bimaculatus,-71.858209,-3.324422
Astyanax bimaculatus,-71.858209,-3.324422
Astyanax fasciatus,-105.369448,26.391839
Astyanax fasciatus,-103.521903,25.509315
Astyanax fasciatus,-105.677752,28.429421
Astyanax bimaculatus,-48.483333,-1.45
Astyanax bimaculatus,-35.421717,-5.630312
Astyanax bimaculatus,-71.859668,-3.323565
Astyanax bimaculatus,-71.817697,-3.340188
Astyanax fasciatus,-72.491974,7.882398
Astyanax fasciatus,-71.858209,-3.324422
Astyanax fasciatus,-43.461814,-22.834834
Astyanax bimaculatus,-71.859668,-3.323565
Astyanax fasciatus,-74.594915,4.51325
Astyanax bimaculatus,-71.859668,-3.323565
Astyanax fasciatus,-63.469382,-31.236657
Astyanax bimaculatus,-71.859668,-3.323565
Astyanax bimaculatus,-67.635139,10.257655
Astyanax bimaculatus,-64.179254,10.415296
Astyanax bimaculatus,-67.3687,10.21158
Astyanax fasciatus,-86.124828,12.725365
Astyanax fasciatus,-79.25,9.183333
Astyanax fasciatus,-47.707635,-15.592699
Astyanax fasciatus,-106.249238,29.049826
Astyanax scabripinnis,-35.421717,-5.630312
Astyanax bimaculatus,-43.461814,-22.834834
Astyanax bimaculatus,-71.858209,-3.324422
Astyanax fasciatus,-83.577701,10.07193
Astyanax fasciatus,-46.391883,-23.918426
Astyanax scabripinnis,-44.833333,-17.2
Astyanax fasciatus,-40.983333,-21.283333
Astyanax bimaculatus,-35.167859,-6.116627
Astyanax fasciatus,-85.088638,10.421771
Astyanax fasciatus,-38.883333,-15.85
Astyanax scabripinnis,-59.666635,-33.679127
Astyanax bimaculatus,-71.859668,-3.323565
Astyanax bimaculatus,-57.258646,-4.652699
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax fasciatus,-76.913611,5.247167
Astyanax bimaculatus,-73.15636,4.831
Astyanax bimaculatus,-73.0849,4.71051
Astyanax bimaculatus,-73.08255,4.70142
Astyanax bimaculatus,-73.11274,4.67256
Astyanax bimaculatus,-73.06268,4.75044
Astyanax bimaculatus,-73.06788,4.84824
Astyanax bimaculatus,-73.06666,4.84814
Astyanax bimaculatus,-73.11274,4.67256
Astyanax bimaculatus,-73.15636,4.831
Astyanax bimaculatus,-73.17744,4.82689
Astyanax bimaculatus,-73.082263,4.70386
Astyanax bimaculatus,-73.17744,4.82689
Astyanax bimaculatus,-73.06788,4.84824
Astyanax lacustris,-48.490637,-21.287305
Astyanax lacustris,-58.951623,-27.436346
Astyanax fasciatus,-76.35,3.85
Astyanax bimaculatus,-72.533333,4.933333
Astyanax fasciatus,-73.807222,11.2435
Astyanax bimaculatus,-71.85,4.516667
Astyanax bimaculatus,-72.516667,4.916667
Astyanax bimaculatus,-69.787056,6.305917
Astyanax bimaculatus,-72.42,5.381389
Astyanax bimaculatus,-69.787056,6.305917
Astyanax fasciatus,-75.360833,9.541111
Astyanax fasciatus,-75.453028,9.589556
Astyanax fasciatus,-75.453028,9.580167
Astyanax fasciatus,-75.453028,9.580167
Astyanax fasciatus,-75.37419,9.43528
Astyanax fasciatus,-75.3724,9.43073
Astyanax bimaculatus,-72.966667,4.083333
Astyanax fasciatus,-75.3618,9.53863
Astyanax fasciatus,-75.3615,9.52122
Astyanax fasciatus,-75.34683,9.49692
Astyanax fasciatus,-75.35596,9.51053
Astyanax bimaculatus,-72.966667,4.083333
Astyanax bimaculatus,-70.45,-3.783333
Astyanax bimaculatus,-73.25,4.116667
Astyanax bimaculatus,-73.155917,4.830278
Astyanax bimaculatus,-73.074417,4.820472
Astyanax bimaculatus,-70.802417,6.521111
Astyanax bimaculatus,-70.966667,6.916667
Astyanax bimaculatus,-72.608778,5.109889
Astyanax fasciatus,-74.773444,5.914444
Astyanax fasciatus,-74.773444,5.914444
Astyanax fasciatus,-72.545583,8.220667
Astyanax fasciatus,-72.594722,7.948056
Astyanax fasciatus,-72.594722,7.948056
Astyanax bimaculatus,-71.026111,6.785194
Astyanax bimaculatus,-73.924306,2.217861
Astyanax bimaculatus,-71.660944,4.830611
Astyanax bimaculatus,-73.588306,2.366056
Astyanax fasciatus,-77.029528,7.709333
Astyanax fasciatus,-77.107667,8.059417
Astyanax fasciatus,-73.1688,8.5755
Astyanax fasciatus,-73.280556,8.394722
Astyanax fasciatus,-74.731528,5.737639
Astyanax bimaculatus,-73.803972,2.189778
Astyanax fasciatus,-77.032167,7.708694
Astyanax fasciatus,-77.040472,7.878944
Astyanax fasciatus,-77.032167,7.708694
Astyanax bimaculatus,-73.796583,2.211667
Astyanax fasciatus,-77.066667,7.833333
Astyanax fasciatus,-77.040472,7.878944
Astyanax fasciatus,-77.087417,8.087528
Astyanax fasciatus,-77.040472,7.878389
Astyanax fasciatus,-77.145722,7.850028
Astyanax fasciatus,-77.032167,7.708694
Astyanax fasciatus,-77.029528,7.709333
Astyanax fasciatus,-77.032167,7.708694
Astyanax fasciatus,-73.305555,11.272222
Astyanax fasciatus,-77.145833,7.85
Astyanax fasciatus,-77.040472,7.878944
Astyanax fasciatus,-77.032167,7.708694
Astyanax fasciatus,-77.040472,7.878944
Astyanax bimaculatus,-73.622444,3.868722
Astyanax bimaculatus,-73.494944,3.842944
Astyanax bimaculatus,-73.633972,3.868972
Astyanax bimaculatus,-73.862417,2.192361
Astyanax fasciatus,-77.133333,8.016667
Astyanax bimaculatus,-71.567306,6.212639
Astyanax bimaculatus,-71.913472,5.552194
Astyanax bimaculatus,-71.538861,6.222889
Astyanax bimaculatus,-71.565944,6.230556
Astyanax bimaculatus,-71.94625,5.510806
Astyanax fasciatus,-76.65,5.5
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.65,5.5
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.65,5.5
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.966667,8.283333
Astyanax bimaculatus,-73.940889,2.550333
Astyanax bimaculatus,-71.713611,6.280889
Astyanax bimaculatus,-72.098111,5.841444
Astyanax bimaculatus,-72.095111,5.762556
Astyanax bimaculatus,-71.769194,6.330694
Astyanax bimaculatus,-71.749056,6.330389
Astyanax bimaculatus,-71.740778,6.467889
Astyanax bimaculatus,-71.758111,6.3375
Astyanax bimaculatus,-71.715889,6.280667
Astyanax bimaculatus,-71.033667,5.506417
Astyanax fasciatus,-73.72,3.475222
Astyanax bimaculatus,-73.87425,2.191056
Astyanax fasciatus,-76.65,5.5
Astyanax fasciatus,-76.65,5.5
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.666667,5.683333
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.65,5.5
Astyanax fasciatus,-76.616667,5.516667
Astyanax bimaculatus,-73.934528,2.531139
Astyanax fasciatus,-76.666667,5.683333
Astyanax fasciatus,-76.666667,5.683333
Astyanax fasciatus,-76.65,5.5
Astyanax fasciatus,-76.65,5.5
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.65,5.5
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.65,5.5
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.666667,5.683333
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.65,5.5
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.65,5.5
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.966667,8.283333
Astyanax fasciatus,-76.65,5.5
Astyanax fasciatus,-76.616667,5.516667
Astyanax fasciatus,-76.65,5.5
Astyanax fasciatus,-74.716667,6.083333
Astyanax bimaculatus,-71.411806,5.73675
Astyanax bimaculatus,-71.229917,5.644833
Astyanax bimaculatus,-71.063722,5.458056
Astyanax fasciatus,-75.972222,8.821111
Astyanax fasciatus,-73.75,11.25
Astyanax fasciatus,-75.5,7.75
Astyanax fasciatus,-74.2,11.2
Astyanax fasciatus,-73.2,10.45
Astyanax fasciatus,-73.55,10.133056
Astyanax fasciatus,-75.5,7.75
Astyanax fasciatus,-73.75,11.25
Astyanax bimaculatus,-72.271472,5.369306
Astyanax fasciatus,-72.6,4.3
Astyanax fasciatus,-72.408306,8.371917
Astyanax bimaculatus,-71.019806,5.705778
Astyanax bimaculatus,-71.049,5.662278
Astyanax fasciatus,-71.581444,6.238167
Astyanax bimaculatus,-71.581444,6.238167
Astyanax bimaculatus,-71.855833,5.518922
Astyanax bimaculatus,-71.558611,6.211778
Astyanax bimaculatus,-71.511,6.226417
Astyanax bimaculatus,-71.766944,6.275111
Astyanax bimaculatus,-72.111333,5.799278
Astyanax bimaculatus,-71.715889,6.280667
Astyanax bimaculatus,-73.778556,3.420889
Astyanax bimaculatus,-71.063722,5.458056
Astyanax bimaculatus,-71.121806,5.491722
Astyanax bimaculatus,-73.740194,3.466833
Astyanax bimaculatus,-73.73125,3.420472
Astyanax bimaculatus,-71.411806,5.73675
Astyanax fasciatus,-72.75,7.333333
Astyanax bimaculatus,-67.6205,6.176556
Astyanax fasciatus,-75.8725,1.4
Astyanax fasciatus,-73.016667,0.733333
Astyanax fasciatus,-74.333333,5.7
Astyanax fasciatus,-72.883333,4.833333
Astyanax bimaculatus,-70.480389,7.000917
Astyanax bimaculatus,-72.066667,4.383333
Astyanax bimaculatus,-71.6,4.7
Astyanax bimaculatus,-72.3833,5.35
Astyanax bimaculatus,-72.55,5.15
Astyanax fasciatus,-74.466667,5.966667
Astyanax bimaculatus,-71.6,4.7
Astyanax bimaculatus,-70.9,5.15
Astyanax bimaculatus,-71.6,4.516667
Astyanax bimaculatus,-70.735528,6.55175
Astyanax bimaculatus,-70.801939,6.538889
Astyanax bimaculatus,-70.820917,6.580417
Astyanax bimaculatus,-71.487528,5.902694
Astyanax fasciatus,-74.744067,4.783611
Astyanax fasciatus,-74.812241,4.737993
Astyanax bimaculatus,-72.1,4.433333
Astyanax bimaculatus,-71.458556,5.934528
Astyanax fasciatus,-72.542,8.218056
Astyanax fasciatus,-72.617861,7.873389
Astyanax fasciatus,-72.617861,7.873389
Astyanax fasciatus,-72.617861,7.873389
Astyanax fasciatus,-72.629389,8.606722
Astyanax fasciatus,-72.629389,8.606722
Astyanax fasciatus,-72.635222,7.908806
Astyanax bimaculatus,-71.489833,5.905222
Astyanax bimaculatus,-70.898944,6.820222
Astyanax bimaculatus,-71.53675,6.016222
Astyanax bimaculatus,-71.523667,6.016222
Astyanax bimaculatus,-71.459167,5.933806
Astyanax fasciatus,-72.566667,11.15
Astyanax fasciatus,-72.59675,8.055972
Astyanax fasciatus,-72.59675,8.055972
Astyanax fasciatus,-72.533528,8.223583
Astyanax bimaculatus,-70.898944,6.820222
Astyanax bimaculatus,-70.898944,6.820222
Astyanax bimaculatus,-71.037806,6.825889
Astyanax fasciatus,-73.826389,9.261389
Astyanax fasciatus,-73.736667,9.293056
Astyanax fasciatus,-73.871111,9.136111
Astyanax bimaculatus,-71.063111,6.786972
Astyanax bimaculatus,-70.936139,6.7845
Astyanax fasciatus,-73.816389,9.206111
Astyanax fasciatus,-73.86,7.264
Astyanax bimaculatus,-71.09875,6.831361
Astyanax bimaculatus,-73.833333,3.916667
Astyanax bimaculatus,-71.09875,6.831361
Astyanax fasciatus,-75.806111,4.145
Astyanax fasciatus,-76.55,1.716667
Astyanax bimaculatus,-76.55,1.716667
Astyanax bimaculatus,-72.883333,4.833333
Astyanax fasciatus,-77.145722,7.850278
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax lacustris,-58.014866,-30.742891
Astyanax lacustris,-47.369203,-21.925208
Astyanax lacustris,-48.488372,-21.287964
Astyanax lacustris,-64.9,-25.3
Astyanax fasciatus,-54.566667,-25.566667
Astyanax lacustris,-63.783333,-22.183333
Astyanax lacustris,-54.566667,-25.566667
Astyanax lacustris,-57.15,-28.5
Astyanax lacustris,-56.9,-27.5
Astyanax lacustris,-64.75,-26.5
Astyanax lacustris,-54.566667,-25.566667
Astyanax lacustris,-54.566667,-25.566667
Astyanax lacustris,-62.466667,-24.383333
Astyanax lacustris,-65.3,-27.283333
Astyanax lacustris,-58.183333,-26.3
Astyanax lacustris,-56.9,-27.5
Astyanax lacustris,-56.9,-27.5
Astyanax lacustris,-56.9,-27.5
Astyanax lacustris,-24.466667,-54.633333
Astyanax lacustris,-56.9,-27.5
Astyanax lacustris,-56.9,-27.5
Astyanax lacustris,-56.9,-27.5
Astyanax lacustris,-64.366667,-27.666667
Astyanax lacustris,-54.566667,-25.566667
Astyanax lacustris,-64.1,-23.216667
Astyanax lacustris,-62.016667,-24.2
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-77.104528,7.997056
Astyanax fasciatus,-44.32,-22.129999
Astyanax lacustris,-45.970001,-20.120001
Astyanax fasciatus,-47.849998,-22.389999
Astyanax lacustris,-53.18,-25.6
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax fasciatus,-44.32,-22.129999
Astyanax bimaculatus,-45.900002,-9.13
Astyanax bimaculatus,-56.02,-15.9
Astyanax lacustris,-54.939999,-27.440001
Astyanax fasciatus,-47.009998,-15.62
Astyanax lacustris,-44.77,-17.32
Astyanax bimaculatus,-35.580002,-5.65
Astyanax bimaculatus,-56.240002,-19.57
Astyanax bimaculatus,-45.900002,-9.13
Astyanax lacustris,-44.490002,-19.629999
Astyanax lacustris,-56.259998,-19.58
Astyanax fasciatus,-54.93,-27.450001
Astyanax bimaculatus,-46.360001,-13.73
Astyanax bimaculatus,-74.800003,-8.57
Astyanax bimaculatus,-64.389999,-9.26
Astyanax bimaculatus,-66.160004,7.51
Astyanax lacustris,-56.82,-19.780001
Astyanax lacustris,-35.189999,-6.1
Astyanax lacustris,-46.040001,-23.549999
Astyanax lacustris,-44.799999,-17.219999
Astyanax lacustris,-58.279999,-26.51
Astyanax lacustris,-44.790001,-17.290001
Astyanax bimaculatus,-55.240002,-17.48
Astyanax fasciatus,-48.389999,-22.9
Astyanax bimaculatus,-41.860001,-22.23
Astyanax fasciatus,-45.470001,-18.110001
Astyanax lacustris,-46.419998,-17.219999
Astyanax bimaculatus,-56.220001,-14.68
Astyanax lacustris,-56.259998,-19.58
Astyanax bimaculatus,-66.18,7.65
Astyanax bimaculatus,-56.09,-14.15
Astyanax lacustris,-53.73,-22.040001
Astyanax lacustris,-39.220001,-14.66
Astyanax lacustris,-35.189999,-6.1
Astyanax fasciatus,-46.040001,-23.549999
Astyanax bimaculatus,-46.080002,-7.5
Astyanax fasciatus,-72.43,10.16
Astyanax lacustris,-51.299999,-30.299999
Astyanax lacustris,-39.27,-14.69
Astyanax bimaculatus,-74.800003,-8.57
Astyanax lacustris,-47.040001,-15.51
Astyanax lacustris,-52.82,-22.639999
Astyanax bimaculatus,-35.580002,-5.65
Astyanax lacustris,-48.830002,-23.02
Astyanax bimaculatus,-67.879997,-10.01
Astyanax lacustris,-47.43,-22.379999
Astyanax bimaculatus,-43.139999,-22.030001
Astyanax bimaculatus,-74.800003,-8.55
Astyanax lacustris,-37.119999,-9.93
Astyanax bimaculatus,-48.310001,-10.13
Astyanax lacustris,-53.779999,-22.23
Astyanax bimaculatus,-50.200001,-29.719999
Astyanax lacustris,-45.889999,-23.52
Astyanax bimaculatus,-54.84,-18.42
Astyanax bimaculatus,-51.880001,-15.48
Astyanax lacustris,-54.77,-18.51
Astyanax bimaculatus,-48.310001,-10.13
Astyanax fasciatus,-44.349998,-18.73
Astyanax bimaculatus,-50.200001,-29.719999
Astyanax bimaculatus,-66.160004,7.51
Astyanax lacustris,-56.720001,-29.51
Astyanax lacustris,-56.82,-19.780001
Astyanax bimaculatus,-66.110001,7.62
Astyanax bimaculatus,-67.900002,-9.94
Astyanax lacustris,-44.799999,-17.219999
Astyanax fasciatus,-46.07,-20.35
Astyanax fasciatus,-54.939999,-27.440001
Astyanax bimaculatus,-57.740002,-14.97
Astyanax bimaculatus,-71.849998,-3.31
Astyanax bimaculatus,-43.150002,-22.030001
Astyanax bimaculatus,-51.880001,-15.48
Astyanax lacustris,-47.630001,-21.35
Astyanax bimaculatus,-51.849998,-3.1
Astyanax lacustris,-44.790001,-17.290001
Astyanax lacustris,-35.119999,-6.64
Astyanax bimaculatus,-74.800003,-8.67
Astyanax lacustris,-44.799999,-17.219999
Astyanax lacustris,-45.849998,-20.18
Astyanax lacustris,-36.959999,-10.15
Astyanax bimaculatus,-48.310001,-10.13
Astyanax bimaculatus,-64.389999,-9.26
Astyanax fasciatus,-39.220001,-14.66
Astyanax lacustris,-56.060001,-15.63
Astyanax bimaculatus,-54.84,-18.42
Astyanax fasciatus,-44.349998,-18.719999
Astyanax bimaculatus,-49.240002,-22.450001
Astyanax bimaculatus,-45.900002,-9.13
Astyanax lacustris,-51.369999,-30.049999
Astyanax bimaculatus,-66.160004,7.51
Astyanax lacustris,-52.119999,-23.68
Astyanax bimaculatus,-48.310001,-10.13
Astyanax lacustris,-45.849998,-20.18
Astyanax lacustris,-43.66,-15.32
Astyanax fasciatus,-39.220001,-14.66
Astyanax fasciatus,-51.299999,-30.290001
Astyanax fasciatus,-57.580002,-14.46
Astyanax lacustris,-41.52,-12.37
Astyanax bimaculatus,-40.77,-17.700001
Astyanax bimaculatus,-46.360001,-13.73
Astyanax bimaculatus,-74.800003,-8.67
Astyanax bimaculatus,-52.439999,-15.55
Astyanax fasciatus,-52.27,-19.49
Astyanax bimaculatus,-45.900002,-9.13
Astyanax fasciatus,-46.040001,-23.549999
Astyanax fasciatus,-45.790001,-23.52
Astyanax lacustris,-56.82,-19.780001
Astyanax lacustris,-47.669998,-17.889999
Astyanax lacustris,-41.52,-12.37
Astyanax lacustris,-39.27,-14.69
Astyanax lacustris,-44.77,-17.32
Astyanax bimaculatus,-52.029999,-12.88
Astyanax lacustris,-51.369999,-30.049999
Astyanax lacustris,-35.119999,-6.64
Astyanax bimaculatus,-43.169998,-22.02
Astyanax bimaculatus,-67.879997,-9.94
Astyanax lacustris,-57.740002,-14.95
Astyanax bimaculatus,-40.77,-17.700001
Astyanax fasciatus,-45.439999,-19.879999
Astyanax fasciatus,-41.330002,-16.51
Astyanax lacustris,-49.119999,-21.18
Astyanax bimaculatus,-59.950001,3.32
Astyanax lacustris,-54.939999,-27.440001
Astyanax bimaculatus,-42.959999,-21.32
Astyanax bimaculatus,-47.34,-15.48
Astyanax lacustris,-57.02,-19.58
Astyanax lacustris,-53.779999,-22.23
Astyanax lacustris,-35.189999,-6.1
Astyanax lacustris,-57.02,-19.58
Astyanax lacustris,-56.82,-19.780001
Astyanax lacustris,-39.27,-14.69
Astyanax lacustris,-48.259998,-22.76
Astyanax bimaculatus,-35.580002,-5.65
Astyanax lacustris,-53.73,-22.040001
Astyanax lacustris,-48.150002,-20.950001
Astyanax bimaculatus,-41.330002,-22
Astyanax bimaculatus,-56.240002,-19.57
Astyanax lacustris,-48.830002,-23.02
Astyanax fasciatus,-52.27,-19.49
Astyanax bimaculatus,-41.860001,-22.23
Astyanax bimaculatus,-47.16,-1.57
Astyanax lacustris,-44.790001,-17.290001
Astyanax fasciatus,-39.220001,-14.66
Astyanax lacustris,-53.080002,-22.65
Astyanax lacustris,-54.939999,-27.440001
Astyanax lacustris,-46.419998,-17.219999
Astyanax lacustris,-51.369999,-30.049999
Astyanax lacustris,-53.259998,-22.77
Astyanax bimaculatus,-51.77,-30.74
Astyanax lacustris,-35.189999,-6.1
Astyanax lacustris,-51.299999,-30.290001
Astyanax fasciatus,-72.43,10.16
Astyanax bimaculatus,-74.800003,-8.57
Astyanax bimaculatus,-74.800003,-8.67
Astyanax lacustris,-44.02,-17.450001
Astyanax bimaculatus,-64.389999,-9.26
